         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1320(_check_1d)
       85    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:227(_recache)
        2    0.000    0.000    0.002    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend.py:1215(_parse_legend_args)
        2    0.000    0.000    0.002    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:129(update_params)
       60    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1972(translate)
      684    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2131(_check_in_list)
        2    0.000    0.000    0.002    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\gridspec.py:586(get_position)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:427(_get_text1)
      220    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:163(set_children)
        3    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:704(__init__)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
       23    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:348(set_facecolor)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1436(warning)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1553(_log)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:544(_get_text1)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:559(_get_text2)
       69    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:727(__init__)
       40    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1243(set_markerfacecolor)
       25    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1986(scale)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1648(set_major_locator)
        2    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1945(_get_label)
      226    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:238(helper)
      130    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\series.py:868(__getitem__)
       13    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:436(set_fill)
       96    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2290(__init__)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:444(_get_text2)
       35    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:986(__init__)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1579(handle)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1633(callHandlers)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:937(handle)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1069(emit)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend_handler.py:89(legend_artist)
      106    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\re.py:289(_compile)
       30    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1940(rotate_deg)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend_handler.py:229(create_artists)
     3442    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       33    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:782(from_extents)
       20    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\cycler.py:349(by_key)
      226    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:117(__exit__)
       32    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(diff)
      115    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(dot)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:763(unit)
      125    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:126(invalidate)
        2    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:563(set_figure)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1058(flush)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\gridspec.py:133(get_grid_positions)
      226    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:82(__init__)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1664(set_minor_locator)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:337(flush)
       30    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1924(rotate)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1634(set_minor_formatter)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1620(set_major_formatter)
    56/48    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\spines.py:424(get_spine_transform)
     2139    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x0000014E514E55E0}
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\re.py:250(compile)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:363(<listcomp>)
       32    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(atleast_1d)
       91    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\colors.py:123(_is_nth_color)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:251(_makeline)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\threading.py:540(wait)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\series.py:912(_get_with)
       32    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\function_base.py:1152(diff)
       40    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1257(set_markerfacecoloralt)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\series.py:962(_get_values_tuple)
       18    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
       41    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1147(set_linestyle)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\threading.py:270(wait)
       38    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:315(_set_edgecolor)
        9    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
      218    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1701(__init__)
        4    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:800(_update_transScale)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\sre_compile.py:759(compile)
      126    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:695(set_figure)
        3    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:783(__init__)
  153/125    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:136(_invalidate_internal)
      226    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:1006(<listcomp>)
      153    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\abc.py:96(__instancecheck__)
     2227    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:804(get_animated)
       22    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\path.py:96(__init__)
      104    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:358(set_transform)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:1635(__init__)
     1057    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      515    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:336(pchanged)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\ticker.py:508(__init__)
       32    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
       18    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
       51    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(concatenate)
      100    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\re.py:188(match)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:2232(_get_label)
      137    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:937(set_visible)
      153    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       50    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1309(_to_unmasked_float_array)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3104(set_xlim)
      438    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:82(__init__)
       45    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:978(_update_property)
       63    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1831(__init__)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1963(_get_offset_text)
       16    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2266(blended_transform_factory)
       46    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:769(set_variant)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:913(_gen_axes_patch)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:2252(_get_offset_text)
       19    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:138(connect)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:2408(__init__)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:817(update_from_path)
       23    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:330(set_edgecolor)
    58/30    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:648(get_xaxis_transform)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:612(_set_lim_and_transforms)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:3360(new_figure_manager_given_figure)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1504(update_units)
        2    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
       46    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:778(set_weight)
    58/30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:724(get_yaxis_transform)
     16/8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\units.py:197(get_converter)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:859(copy)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1669(set)
      134    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:458(set_capstyle)
    91/12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\abc.py:100(__subclasscheck__)
    91/12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_parse.py:937(parse)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2221(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\series.py:982(_get_values)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1114(_split_drawstyle_linestyle)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2544(__init__)
    56/48    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\spines.py:220(_ensure_position_is_set)
        7    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:2185(mpl_connect)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:1538(get_slice)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:648(set_data)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_parse.py:435(_parse_sub)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:733(_set_tickdown)
       46    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:814(set_size)
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\scale.py:718(scale_factory)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(broadcast_arrays)
       42    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:733(set_transform)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_parse.py:493(_parse)
      117    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:59(_scale_dashes)
       60    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:325(_set_artist_props)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\spines.py:381(set_position)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:407(_get_text1_transform)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1318(contains_branch_seperately)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:175(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3498(set_ylim)
      226    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1961(<listcomp>)
     1074    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:192(axes)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4373(get_value)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend.py:938(set_title)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:672(get_xaxis_text1_transform)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:523(_get_text1_transform)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1298(contains_branch)
       30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:768(_convert_units)
      177    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2113(type_name)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1401(set_dash_capstyle)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend_handler.py:72(update_prop)
      128    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:748(get_yaxis_text1_transform)
       14    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:204(broadcast_arrays)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_compile.py:598(_code)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:526(_get_text2_transform)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:713(_set_tickleft)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:410(_get_text2_transform)
       26    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2644(__init__)
       42    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:249(set_fillstyle)
       46    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:796(set_stretch)
       23    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:382(set_linewidth)
      125    0.000    0.000    0.000    0.000 <string>:1(__new__)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2045(_process_unit_info)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:774(get_yaxis_text2_transform)
       46    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:759(set_style)
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:864(reset_ticks)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:698(get_xaxis_text2_transform)
       44    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:1137(set_verticalalignment)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:727(_set_tickup)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:486(fully_overlaps)
      8/6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2319(_invalidate_internal)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:1037(set_zorder)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:1214(set_fontproperties)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1096(set_linewidth)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1633(safe_first_element)
       78    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:168(convert_xunits)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2048(_process_single_axis)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:418(extents)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\markers.py:719(_set_tickright)
       13    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:402(set_linestyle)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:1116(_set_title_offset_trans)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1061(set_drawstyle)
      3/2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1015(get_points)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\gridspec.py:366(get_subplot_params)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1355(set_dash_joinstyle)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:773(from_bounds)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:1653(_fix_ipython_backend2gui)
       19    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\weakref.py:44(__new__)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:356(__init__)
       44    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:635(axes)
      742    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      130    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\function_base.py:244(iterable)
        5    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2418(cumsum)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:197(schedule)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1416(set_solid_capstyle)
       22    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\path.py:188(_update_values)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:240(set_rotation_mode)
      6/4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2335(__eq__)
      220    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\cycler.py:227(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:199(update)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_compile.py:71(_compile)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:375(set_alpha)
       69    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:949(set_horizontalalignment)
  613/608    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:933(set_color)
        5    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1639(__eq__)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1370(set_solid_joinstyle)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend.py:558(_set_artist_props)
      658    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2093(__eq__)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:1227(set_usetex)
       24    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\cycler.py:225(__iter__)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1623(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:685(__getitem__)
      100    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3087(_validate_converted_limits)
       46    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:746(set_family)
      409    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      6/4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1709(__eq__)
